language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,eventDate,country,countryCode,locality,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,recordedBy,establishmentMeans,degreeOfEstablishment,scientificName,vernacularName,occurrenceRemarks
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.19508743,-13.48429203,WGS84,13038,AlienCSI bioblitz,introduced,invasive,Arundo donax,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1916422,-13.4893005,WGS84,13037,AlienCSI bioblitz,introduced,invasive,Arundo donax,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.19508743,-13.48429203,WGS84,13040,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.19508743,-13.48429203,WGS84,13048,AlienCSI bioblitz,introduced,invasive,Acacia spp.,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1980589,-13.490379,WGS84,13065,AlienCSI bioblitz,introduced,invasive,Malephora lutea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1896894,-13.4885722,WGS84,13064,AlienCSI bioblitz,introduced,invasive,Leucaena leucocephala glabrata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1980589,-13.490379,WGS84,13063,AlienCSI bioblitz,introduced,invasive,Leucaena leucocephala glabrata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1139965,-13.6426026,WGS84,13066,AlienCSI bioblitz,introduced,invasive,Malephora lutea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1980589,-13.490379,WGS84,13067,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1839432,-13.5013341,WGS84,13068,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.10947498,-13.57089074,WGS84,13096,AlienCSI bioblitz,introduced,invasive,Aloe vera,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11155517,-13.54667405,WGS84,13074,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11142482,-13.54602439,WGS84,13078,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11140169,-13.54575315,WGS84,13076,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1996696,-13.467615,WGS84,13103,AlienCSI bioblitz,introduced,invasive,Agave americana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1116549,-13.5448734,WGS84,13085,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.191853,-13.4813452,WGS84,13089,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1113898,-13.5457877,WGS84,13075,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1112972,-13.5460519,WGS84,13079,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1114337,-13.5457763,WGS84,13077,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1113682,-13.5457673,WGS84,13080,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11177409,-13.54660107,WGS84,13087,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11154007,-13.54695892,WGS84,13084,AlienCSI bioblitz,introduced,invasive,Austrocylindropuntia subulata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11142482,-13.54602439,WGS84,13082,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1116155,-13.5448306,WGS84,13083,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1114938,-13.54576149,WGS84,13091,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1116194,-13.5448311,WGS84,13097,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1113229,-13.5470466,WGS84,13086,AlienCSI bioblitz,introduced,invasive,Austrocylindropuntia subulata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1122411,-13.547563,WGS84,13094,AlienCSI bioblitz,introduced,invasive,Agave americana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1116209,-13.544864,WGS84,13093,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11178725,-13.54664641,WGS84,13090,AlienCSI bioblitz,introduced,invasive,Opuntia maxima,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.111513,-13.54681116,WGS84,13095,AlienCSI bioblitz,introduced,invasive,Aloe vera,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1120317,-13.5480781,WGS84,13092,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1115511,-13.5448064,WGS84,13098,AlienCSI bioblitz,introduced,invasive,Opuntia dillenii,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1121849,-13.5474787,WGS84,13099,AlienCSI bioblitz,introduced,invasive,Cylindropuntia prolifera,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.11336988,-13.54426193,WGS84,13104,AlienCSI bioblitz,introduced,invasive,Austrocylindropuntia subulata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1127866,-13.544745,WGS84,13101,AlienCSI bioblitz,introduced,invasive,Malephora crocea,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1125398,-13.5448337,WGS84,13100,AlienCSI bioblitz,introduced,invasive,Acacia cyclops,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.1956262,-13.472312,WGS84,13102,AlienCSI bioblitz,introduced,invasive,Agave americana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.18225128,-13.49154277,WGS84,13107,AlienCSI bioblitz,introduced,invasive,Arundo donax,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.18045651,-13.496069,WGS84,13146,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Lanzarote,29.17571339,-13.4996744,WGS84,13116,AlienCSI bioblitz,introduced,invasive,Agave americana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-22,Spain,ISO-316:,Canary Islands - Lanzarote,28.9522375,-13.669787,WGS84,13180,AlienCSI bioblitz,introduced,invasive,Acacia farnesiana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.45012988,-16.28625586,WGS84,12991,AlienCSI bioblitz,introduced,invasive,Austrocylindropuntia subulata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.4643176,-16.2663609,WGS84,12994,AlienCSI bioblitz,introduced,invasive,Psittacula krameri,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.4644406,-16.2644703,WGS84,12997,AlienCSI bioblitz,introduced,invasive,Opuntia spp.,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.4627427,-16.2652903,WGS84,12999,AlienCSI bioblitz,introduced,invasive,Eucalyptus globulus,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.45146068,-16.2868013,WGS84,13017,AlienCSI bioblitz,introduced,invasive,Bougainvillea glabra,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.45247986,-16.28768677,WGS84,13018,AlienCSI bioblitz,introduced,invasive,Bougainvillea glabra,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-20,Spain,ISO-316:,Canary Islands - Tenerife,28.454602,-16.29207181,WGS84,13019,AlienCSI bioblitz,introduced,invasive,Portulacaria afra,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4828904,-16.4177571,WGS84,13042,AlienCSI bioblitz,introduced,invasive,Agave salmiana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4845463,-16.4202118,WGS84,13050,AlienCSI bioblitz,introduced,invasive,Agave salmiana,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4846443,-16.4213407,WGS84,13055,AlienCSI bioblitz,introduced,invasive,Cenchrus longisetus,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4827566,-16.4180529,WGS84,13045,AlienCSI bioblitz,introduced,invasive,Ipomoea indica,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4864057,-16.422894200000002,WGS84,13059,AlienCSI bioblitz,introduced,invasive,Cenchrus longisetus,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4881075,-16.4148127,WGS84,13069,AlienCSI bioblitz,introduced,invasive,Cenchrus setaceus,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4828712,-16.4184129,WGS84,13041,AlienCSI bioblitz,introduced,invasive,Agave attenuata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.48289711,-16.41831233,WGS84,13044,AlienCSI bioblitz,introduced,invasive,Senecio angulatus,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4833954,-16.4195572,WGS84,13046,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.48359,-16.4202415,WGS84,13051,AlienCSI bioblitz,introduced,invasive,Arundo donax,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.48481939,-16.42108019,WGS84,13054,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4857974,-16.4226343,WGS84,13058,AlienCSI bioblitz,introduced,invasive,Osteospermum ecklonis,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.45031232,-16.28387102,WGS84,13144,AlienCSI bioblitz,introduced,invasive,Tagetes patula,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4259136,-16.4929375,WGS84,13114,AlienCSI bioblitz,introduced,invasive,Ageratina riparia,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.44818967,-16.29045304,WGS84,13126,AlienCSI bioblitz,introduced,invasive,Opuntia maxima,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.44846953,-16.287476,WGS84,13127,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.44862934,-16.2873622,WGS84,13128,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.44889647,-16.29065361,WGS84,13125,AlienCSI bioblitz,introduced,invasive,Opuntia maxima,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.45029647,-16.28390085,WGS84,13129,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.45187573,-16.28218771,WGS84,13130,AlienCSI bioblitz,introduced,invasive,Austrocylindropuntia subulata,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.45190623,-16.28155475,WGS84,13131,AlienCSI bioblitz,introduced,invasive,Opuntia microdasys,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4261932,-16.4925079,WGS84,13109,AlienCSI bioblitz,introduced,invasive,Salpichroa origanifolia,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.426488,-16.4936684,WGS84,13113,AlienCSI bioblitz,introduced,invasive,Furcraea foetida,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4266372,-16.4922138,WGS84,13110,AlienCSI bioblitz,introduced,invasive,Centranthus ruber,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4565185,-16.27924266,WGS84,13133,AlienCSI bioblitz,introduced,invasive,Lantana camara,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4263878,-16.4922904,WGS84,13112,AlienCSI bioblitz,introduced,invasive,Centranthus ruber,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4263274,-16.4921125,WGS84,13111,AlienCSI bioblitz,introduced,invasive,Ageratina adenophora,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4262957,-16.49215,WGS84,13120,AlienCSI bioblitz,introduced,invasive,Acacia saligna,,source: APP
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,,HumanObservation,Alien species occurrences across Europe: Data collected during a pan-European Bioblitz,2022-05-21,Spain,ISO-316:,Canary Islands - Tenerife,28.4265109,-16.4936703,WGS84,13119,AlienCSI bioblitz,introduced,invasive,Datura stramonium,,source: APP
